#1,SampleID,Project,Drug_project
82,E4864_A,ONC-2021-010,GV009
83,E4849_A,ONC-2021-010,GV009
84,E4920_A,ONC-2021-010,GV009
85,E4879_A,ONC-2021-010,GV009
86,E4852_A,ONC-2021-010,GV009
87,E4953_A,ONC-2021-010,GV009
88,E4892_A,ONC-2021-010,GV009
89,E4862_A,ONC-2021-010,GV009
90,E4825_A,ONC-2021-010,GV009
91,E4880_A,ONC-2021-010,GV009
92,E4914_A,ONC-2021-010,GV009
93,E4924_A,ONC-2021-010,GV009
94,E4869_A,ONC-2021-010,GV009
95,E4916_A,ONC-2021-010,GV009
96,E4900_A,ONC-2021-010,GV009
97,E4845_A,ONC-2021-010,GV009
98,E4841_A,ONC-2021-010,GV009
99,E4871_A,ONC-2021-010,GV009
100,E4954_A,ONC-2021-010,GV009
101,E4853_A,ONC-2021-010,GV009
102,E4814_A,ONC-2021-010,GV009
103,E4830_A,ONC-2021-010,GV009
104,E4905_A,ONC-2021-010,GV009
105,E4939_B,ONC-2021-010,GV009
106,E4864_B,ONC-2021-010,GV009
107,E4849_B,ONC-2021-010,GV009
108,E4920_B,ONC-2021-010,GV009
109,E4879_B,ONC-2021-010,GV009
110,E4852_B,ONC-2021-010,GV009
111,E4953_B,ONC-2021-010,GV009
112,E4892_B,ONC-2021-010,GV009
113,E4862_B,ONC-2021-010,GV009
114,E4825_B,ONC-2021-010,GV009
115,E4880_B,ONC-2021-010,GV009
116,E4914_B,ONC-2021-010,GV009
117,E4924_B,ONC-2021-010,GV009
118,E4869_B,ONC-2021-010,GV009
119,E4916_B,ONC-2021-010,GV009
120,E4900_B,ONC-2021-010,GV009
121,E4845_B,ONC-2021-010,GV009
122,E4841_B,ONC-2021-010,GV009
123,E4871_B,ONC-2021-010,GV009
124,E4954_B,ONC-2021-010,GV009
125,E4853_B,ONC-2021-010,GV009
126,E4814_B,ONC-2021-010,GV009
127,E4830_B,ONC-2021-010,GV009
128,E4905_B,ONC-2021-010,GV009
129,E4939_C,ONC-2021-010,GV009
130,E4864_C,ONC-2021-010,GV009
131,E4849_C,ONC-2021-010,GV009
132,E4920_C,ONC-2021-010,GV009
133,E4879_C,ONC-2021-010,GV009
134,E4852_C,ONC-2021-010,GV009
135,E4953_C,ONC-2021-010,GV009
136,E4892_C,ONC-2021-010,GV009
137,E4862_C,ONC-2021-010,GV009
138,E4825_C,ONC-2021-010,GV009
139,E4880_C,ONC-2021-010,GV009
140,E4914_C,ONC-2021-010,GV009
141,E4924_C,ONC-2021-010,GV009
142,E4869_C,ONC-2021-010,GV009
143,E4916_C,ONC-2021-010,GV009
144,E4900_C,ONC-2021-010,GV009
145,E4845_C,ONC-2021-010,GV009
146,E4841_C,ONC-2021-010,GV009
147,E4871_C,ONC-2021-010,GV009
148,E4954_C,ONC-2021-010,GV009
149,E4853_C,ONC-2021-010,GV009
150,E4814_C,ONC-2021-010,GV009
151,E4830_C,ONC-2021-010,GV009
152,E4905_C,ONC-2021-010,GV009
153,20271_C,ONC-2021-008,GV009
154,20298_C,ONC-2021-008,GV009
155,20306_C,ONC-2021-008,GV009
156,20318_C,ONC-2021-008,GV009
157,20323_C,ONC-2021-008,GV009
158,20327_C,ONC-2021-008,GV009
159,20332_C,ONC-2021-008,GV009
160,20335_C,ONC-2021-008,GV009
161,20347_C,ONC-2021-008,GV009
162,20270_C,ONC-2021-008,GV009
163,20276_C,ONC-2021-008,GV009
164,20293_C,ONC-2021-008,GV009
165,20294_C,ONC-2021-008,GV009
166,20299_C,ONC-2021-008,GV009
167,20310_C,ONC-2021-008,GV009
168,20324_C,ONC-2021-008,GV009
169,20333_C,ONC-2021-008,GV009
170,20336_C,ONC-2021-008,GV009
171,20341_C,ONC-2021-008,GV009
172,20277_C,ONC-2021-008,GV009
173,20282_C,ONC-2021-008,GV009
174,20284_C,ONC-2021-008,GV009
175,20296_C,ONC-2021-008,GV009
176,20300_C,ONC-2021-008,GV009
177,20314_C,ONC-2021-008,GV009
178,20316_C,ONC-2021-008,GV009
179,20322_C,ONC-2021-008,GV009
180,20326_C,ONC-2021-008,GV009
181,20342_C,ONC-2021-008,GV009
182,20273_C,ONC-2021-008,GV009
183,20289_C,ONC-2021-008,GV009
184,20295_C,ONC-2021-008,GV009
185,20303_C,ONC-2021-008,GV009
186,20317_C,ONC-2021-008,GV009
187,20319_C,ONC-2021-008,GV009
188,20338_C,ONC-2021-008,GV009
189,20340_C,ONC-2021-008,GV009
190,20349_C,ONC-2021-008,GV009
191,SH201905-607,HG16S018,SHLY-AD
192,SH201905-618,HG16S018,SHLY-AD
193,SH201905-608,HG16S018,SHLY-AD
194,SH201905-667,HG16S018,SHLY-AD
195,SH201905-663,HG16S018,SHLY-AD
196,SH201905-665,HG16S018,SHLY-AD
197,SH201905-582,HG16S018,SHLY-AD
198,SH201905-552,HG16S018,SHLY-AD
199,SH201905-610,HG16S018,SHLY-AD
200,SH201905-577,HG16S018,SHLY-AD
201,SH201905-551,HG16S018,SHLY-AD
202,SH201905-579,HG16S018,SHLY-AD
203,SH201905-606,HG16S018,SHLY-AD
204,SH201905-559,HG16S018,SHLY-AD
205,SH201905-649,HG16S018,SHLY-AD
206,SH201905-630,HG16S018,SHLY-AD
207,SH201905-611,HG16S018,SHLY-AD
208,SH201905-622,HG16S018,SHLY-AD
209,SH201905-668,HG16S018,SHLY-AD
210,SH201905-633,HG16S018,SHLY-AD
211,SH201905-638,HG16S018,SHLY-AD
212,SH201905-567,HG16S018,SHLY-AD
213,SH201905-628,HG16S018,SHLY-AD
214,SH201905-660,HG16S018,SHLY-AD
215,SH201905-620,HG16S018,SHLY-AD
216,SH201905-569,HG16S018,SHLY-AD
217,SH201905-637,HG16S018,SHLY-AD
218,D1P030F-1,HG16S018,SHJW-DP
219,D1P031F-1,HG16S018,SHJW-DP
220,D1P029F-1,HG16S018,SHJW-DP
221,D1C012F,HG16S018,SHJW-DP
222,ZSH-SH-F-072,HG16S018,ZSH-SH
223,ZSH-SH-F-073,HG16S018,ZSH-SH
224,ZSH-SH-F-074,HG16S018,ZSH-SH
225,ZSH-SH-F-075,HG16S018,ZSH-SH
226,ZSH-SH-F-076,HG16S018,ZSH-SH
227,SHTJ-PD-F-010,HG16S018,SHTJ-PD
228,SHTJ-PD-F-018,HG16S018,SHTJ-PD
229,control-1-0H,RPM-Drug-20210402,control
230,control-2-0H,RPM-Drug-20210402,control
231,control-3-0H,RPM-Drug-20210402,control
232,22001-1-0H,RPM-Drug-20210402,22001
233,22001-2-0H,RPM-Drug-20210402,22001
234,22001-3-0H,RPM-Drug-20210402,22001
235,zz002-1-0H,RPM-Drug-20210402,zz002
236,zz002-2-0H,RPM-Drug-20210402,zz002
237,zz002-3-0H,RPM-Drug-20210402,zz002
238,zz003-1-0H,RPM-Drug-20210402,zz003
239,zz003-2-0H,RPM-Drug-20210402,zz003
240,zz003-3-0H,RPM-Drug-20210402,zz003
241,971-1-0H,RPM-Drug-20210402,971
242,971-2-0H,RPM-Drug-20210402,971
243,971-3-0H,RPM-Drug-20210402,971
244,KGM-1-0H,RPM-Drug-20210402,KGM
245,KGM-2-0H,RPM-Drug-20210402,KGM
246,KGM-3-0H,RPM-Drug-20210402,KGM
247,control-1-96H,RPM-Drug-20210402,control
248,control-2-96H,RPM-Drug-20210402,control
249,control-3-96H,RPM-Drug-20210402,control
250,22001-1-96H,RPM-Drug-20210402,22001
251,22001-2-96H,RPM-Drug-20210402,22001
252,22001-3-96H,RPM-Drug-20210402,22001
253,zz002-1-96H,RPM-Drug-20210402,zz002
254,zz002-2-96H,RPM-Drug-20210402,zz002
255,zz002-3-96H,RPM-Drug-20210402,zz002
256,zz003-1-96H,RPM-Drug-20210402,zz003
257,zz003-2-96H,RPM-Drug-20210402,zz003
258,zz003-3-96H,RPM-Drug-20210402,zz003
259,971-1-96H,RPM-Drug-20210402,971
260,971-2-96H,RPM-Drug-20210402,971
261,971-3-96H,RPM-Drug-20210402,971
262,KGM-1-96H,RPM-Drug-20210402,KGM
263,KGM-2-96H,RPM-Drug-20210402,KGM
264,KGM-3-96H,RPM-Drug-20210402,KGM
