Project_category,Species,SampleID,Project,Model,Groups,Drug,Drug_batch,Dosage,Dosage_unit,Gender,Birth_date,Arrival_date,Arrival_age_week,Collection_date,Age_week,Strain,Cage_num,Source,Feed_site,Batch1,Comment,Time_Point,Subject_add_X,Bacteria_16s,16s_lab,Metagenome,Metagenome_lab,Metabolism,Metabolism_lab,Immunity,Path
tumor,mice,17818,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/11,11,C57BL/6,18,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第一天（P1），收集粪便,,X17818,y,Fengyuan,,,,,,
tumor,mice,17856,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/11,11,C57BL/6,18,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第一天（P1），收集粪便,,X17856,y,Fengyuan,,,,,,
tumor,mice,17885,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/11,11,C57BL/6,18,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第一天（P1），收集粪便,,X17885,y,Fengyuan,,,,,,
tumor,mice,17892,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/11,11,C57BL/6,18,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第一天（P1），收集粪便,,X17892,y,Fengyuan,,,,,,
tumor,mice,17896,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/11,11,C57BL/6,18,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第一天（P1），收集粪便,,X17896,y,Fengyuan,,,,,,
tumor,mice,17898,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/11,11,C57BL/6,18,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第一天（P1），收集粪便,,X17898,y,Fengyuan,,,,,,
tumor,mice,17977,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/13,12,C57BL/6,19,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第三天（P3），收集粪便,,X17977,y,Fengyuan,,,,,,
tumor,mice,17806,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/13,12,C57BL/6,19,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第三天（P3），收集粪便,,X17806,y,Fengyuan,,,,,,
tumor,mice,17793,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/13,12,C57BL/6,19,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第三天（P3），收集粪便,,X17793,y,Fengyuan,,,,,,
tumor,mice,17776,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/13,12,C57BL/6,19,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第三天（P3），收集粪便,,X17776,y,Fengyuan,,,,,,
tumor,mice,17852,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/13,12,C57BL/6,19,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第三天（P3），收集粪便,,X17852,y,Fengyuan,,,,,,
tumor,mice,17992,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/13,12,C57BL/6,19,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第三天（P3），收集粪便,,X17992,y,Fengyuan,,,,,,
tumor,mice,17820,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/17,12,C57BL/6,20,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第七天（P7），收集粪便,,X17820,y,Fengyuan,,,,,,
tumor,mice,17927,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/17,12,C57BL/6,20,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第七天（P7），收集粪便,,X17927,y,Fengyuan,,,,,,
tumor,mice,17944,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/17,12,C57BL/6,20,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第七天（P7），收集粪便,,X17944,y,Fengyuan,,,,,,
tumor,mice,17986,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/17,12,C57BL/6,20,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第七天（P7），收集粪便,,X17986,y,Fengyuan,,,,,,
tumor,mice,17804,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/17,12,C57BL/6,20,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第七天（P7），收集粪便,,X17804,y,Fengyuan,,,,,,
tumor,mice,17963,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/17,12,C57BL/6,20,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第七天（P7），收集粪便,,X17963,y,Fengyuan,,,,,,
tumor,mice,17976,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/24,13,C57BL/6,21,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第十四天（P14），收集粪便,,X17976,y,Fengyuan,,,,,,
tumor,mice,17798,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/24,13,C57BL/6,21,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第十四天（P14），收集粪便,,X17798,y,Fengyuan,,,,,,
tumor,mice,17836,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/24,13,C57BL/6,21,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第十四天（P14），收集粪便,,X17836,y,Fengyuan,,,,,,
tumor,mice,17777,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/24,13,C57BL/6,21,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第十四天（P14），收集粪便,,X17777,y,Fengyuan,,,,,,
tumor,mice,17995,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/24,13,C57BL/6,21,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第十四天（P14），收集粪便,,X17995,y,Fengyuan,,,,,,
tumor,mice,18013,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/24,13,C57BL/6,21,Lingchang,Pengli,20200919-16S,TIL肿瘤摘除后第十四天（P14），收集粪便,,X18013,y,Fengyuan,,,,,,
tumor,mice,17791,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,22,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17791,y,Fengyuan,,,,,,
tumor,mice,17813,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,25,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17813,y,Fengyuan,,,,,,
tumor,mice,17814,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,26,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17814,y,Fengyuan,,,,,,
tumor,mice,17853,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,22,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17853,y,Fengyuan,,,,,,
tumor,mice,17905,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,27,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17905,y,Fengyuan,,,,,,
tumor,mice,17906,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,25,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17906,y,Fengyuan,,,,,,
tumor,mice,17931,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,27,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17931,y,Fengyuan,,,,,,
tumor,mice,17969,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,26,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17969,y,Fengyuan,,,,,,
tumor,mice,17974,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,24,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17974,y,Fengyuan,,,,,,
tumor,mice,17988,ONC-2020-023,LLC,,,,,,Male,,2020/6/10,7,2020/7/27,14,C57BL/6,25,Lingchang,Pengli,20200919-16S,肿瘤复发瘤TIL，肿瘤摘除后第十七天（P17），收集粪便,,X17988,y,Fengyuan,,,,,,
tumor,mice,18404-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,1,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18404_A,y,Fengyuan,,,,,,
tumor,mice,18405-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,1,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18405_A,y,Fengyuan,,,,,,
tumor,mice,18406-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,1,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18406_A,y,Fengyuan,,,,,,
tumor,mice,18407-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,1,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18407_A,y,Fengyuan,,,,,,
tumor,mice,18408-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,2,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18408_A,y,Fengyuan,,,,,,
tumor,mice,18409-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,2,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18409_A,y,Fengyuan,,,,,,
tumor,mice,18410-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,2,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18410_A,y,Fengyuan,,,,,,
tumor,mice,18455-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,2,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18455_A,y,Fengyuan,,,,,,
tumor,mice,18412-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,3,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18412_A,y,Fengyuan,,,,,,
tumor,mice,18413-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,3,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18413_A,y,Fengyuan,,,,,,
tumor,mice,18414-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,3,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18414_A,y,Fengyuan,,,,,,
tumor,mice,18415-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,3,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18415_A,y,Fengyuan,,,,,,
tumor,mice,18416-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,4,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18416_A,y,Fengyuan,,,,,,
tumor,mice,18417-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,4,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18417_A,y,Fengyuan,,,,,,
tumor,mice,18418-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,4,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18418_A,y,Fengyuan,,,,,,
tumor,mice,18419-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,4,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18419_A,y,Fengyuan,,,,,,
tumor,mice,18420-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,5,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18420_A,y,Fengyuan,,,,,,
tumor,mice,18421-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,5,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18421_A,y,Fengyuan,,,,,,
tumor,mice,18422-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,5,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18422_A,y,Fengyuan,,,,,,
tumor,mice,18423-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,5,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18423_A,y,Fengyuan,,,,,,
tumor,mice,18424-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,6,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18424_A,y,Fengyuan,,,,,,
tumor,mice,18425-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,6,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18425_A,y,Fengyuan,,,,,,
tumor,mice,18426-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,6,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18426_A,y,Fengyuan,,,,,,
tumor,mice,18427-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+NC_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,6,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18427_A,y,Fengyuan,,,,,,
tumor,mice,18428-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,7,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18428_A,y,Fengyuan,,,,,,
tumor,mice,18429-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,7,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18429_A,y,Fengyuan,,,,,,
tumor,mice,18430-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,7,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18430_A,y,Fengyuan,,,,,,
tumor,mice,18431-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,7,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18431_A,y,Fengyuan,,,,,,
tumor,mice,18432-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,8,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18432_A,y,Fengyuan,,,,,,
tumor,mice,18433-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,8,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18433_A,y,Fengyuan,,,,,,
tumor,mice,18434-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,8,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18434_A,y,Fengyuan,,,,,,
tumor,mice,18435-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,8,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18435_A,y,Fengyuan,,,,,,
tumor,mice,18436-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,9,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18436_A,y,Fengyuan,,,,,,
tumor,mice,18437-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,9,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18437_A,y,Fengyuan,,,,,,
tumor,mice,18438-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,9,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18438_A,y,Fengyuan,,,,,,
tumor,mice,18439-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+IgG2a_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,9,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18439_A,y,Fengyuan,,,,,,
tumor,mice,18440-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,10,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18440_A,y,Fengyuan,,,,,,
tumor,mice,18441-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,10,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18441_A,y,Fengyuan,,,,,,
tumor,mice,18442-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,10,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18442_A,y,Fengyuan,,,,,,
tumor,mice,18443-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,10,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18443_A,y,Fengyuan,,,,,,
tumor,mice,18444-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,11,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18444_A,y,Fengyuan,,,,,,
tumor,mice,18445-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,11,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18445_A,y,Fengyuan,,,,,,
tumor,mice,18446-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,11,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18446_A,y,Fengyuan,,,,,,
tumor,mice,18447-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,11,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18447_A,y,Fengyuan,,,,,,
tumor,mice,18448-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,12,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18448_A,y,Fengyuan,,,,,,
tumor,mice,18449-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,12,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18449_A,y,Fengyuan,,,,,,
tumor,mice,18450-A,ONC-2020-CO-018,Hepa1_6_NC,NC/ABX+KO_FMT+PD-1_5mpk,Vehicle,,0,,Female,,2020/7/29,5,2020/7/30,5,C57BL/6,12,Lingchang,Pengli,20200919-16S,抗生素前收集粪便,time1,X18450_A,y,Fengyuan,,,,,,
